state_key,planner_kind,metric,common_candidates,candidate_pairs,concordant,discordant,both_tied,current_only_tied,shadow_only_tied,top_sets_overlap,top_sets_equal,current_top_size,shadow_top_size
q3_0004_P3_current_grid_v1_nccp/state=4/planner=q3_active,q3_active,R_worst,15,105,68,37,0,0,0,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=4/planner=q3_active,q3_active,G_worst,15,105,28,22,0,0,55,False,False,1,11
q3_0004_P3_current_grid_v1_nccp/state=4/planner=q3_active,q3_active,sampled_cert_score,15,105,29,21,0,0,55,False,False,1,11
q3_0004_P3_current_grid_v1_nccp/state=4/planner=q3_active,q3_active,certified_completion_cost,11,55,20,34,0,0,1,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=4/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,D_worst,15,105,100,2,0,0,3,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,R_worst,15,105,100,2,0,0,3,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,G_worst,15,105,100,2,0,0,3,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,sampled_cert_score,15,105,29,33,0,0,43,False,False,1,6
q3_0004_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,D_worst,15,105,99,5,0,0,1,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,R_worst,15,105,99,5,0,0,1,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,G_worst,15,105,99,5,0,0,1,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,sampled_cert_score,15,105,68,15,0,0,22,True,False,1,2
q3_0004_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,D_worst,15,105,104,1,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,R_worst,15,105,104,1,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,G_worst,15,105,104,1,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,sampled_cert_score,15,105,56,21,0,0,28,True,False,1,3
q3_0004_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,D_worst,15,105,103,2,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,R_worst,15,105,103,2,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,G_worst,15,105,83,1,0,0,21,True,False,1,7
q3_0004_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,sampled_cert_score,15,105,76,5,0,0,24,True,False,1,7
q3_0004_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,certified_completion_cost,7,21,13,8,0,0,0,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=9/planner=q3_active,q3_active,D_worst,15,105,82,23,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=9/planner=q3_active,q3_active,R_worst,15,105,82,23,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=9/planner=q3_active,q3_active,G_worst,15,105,9,5,0,0,91,True,False,1,14
q3_0004_P3_current_grid_v1_nccp/state=9/planner=q3_active,q3_active,sampled_cert_score,15,105,9,5,0,0,91,True,False,1,14
q3_0004_P3_current_grid_v1_nccp/state=9/planner=q3_active,q3_active,certified_completion_cost,14,91,64,26,0,0,1,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=9/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=10/planner=q3_active,q3_active,D_worst,15,105,95,10,0,0,0,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=10/planner=q3_active,q3_active,R_worst,15,105,95,10,0,0,0,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=10/planner=q3_active,q3_active,G_worst,15,105,95,10,0,0,0,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=10/planner=q3_active,q3_active,sampled_cert_score,15,105,85,7,0,0,13,True,False,1,4
q3_0004_P3_current_grid_v1_nccp/state=10/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=10/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=11/planner=q3_active,q3_active,D_worst,15,105,105,0,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=11/planner=q3_active,q3_active,R_worst,15,105,105,0,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=11/planner=q3_active,q3_active,G_worst,15,105,105,0,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=11/planner=q3_active,q3_active,sampled_cert_score,15,105,74,14,0,0,17,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=11/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=11/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=12/planner=q3_active,q3_active,D_worst,15,105,101,4,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=12/planner=q3_active,q3_active,R_worst,15,105,101,4,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=12/planner=q3_active,q3_active,G_worst,15,105,101,4,0,0,0,True,True,1,1
q3_0004_P3_current_grid_v1_nccp/state=12/planner=q3_active,q3_active,sampled_cert_score,15,105,68,17,0,0,20,True,False,1,2
q3_0004_P3_current_grid_v1_nccp/state=12/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=12/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=13/planner=q3_active,q3_active,D_worst,15,105,97,8,0,0,0,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=13/planner=q3_active,q3_active,R_worst,15,105,97,8,0,0,0,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=13/planner=q3_active,q3_active,G_worst,15,105,27,0,0,0,78,True,False,1,13
q3_0004_P3_current_grid_v1_nccp/state=13/planner=q3_active,q3_active,sampled_cert_score,15,105,27,0,0,0,78,True,False,1,13
q3_0004_P3_current_grid_v1_nccp/state=13/planner=q3_active,q3_active,certified_completion_cost,13,78,56,22,0,0,0,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=13/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0004_P3_current_grid_v1_nccp/state=14/planner=q3_active,q3_active,D_worst,15,105,89,16,0,0,0,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=14/planner=q3_active,q3_active,R_worst,15,105,89,16,0,0,0,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=14/planner=q3_active,q3_active,G_worst,15,105,48,12,0,0,45,True,False,1,10
q3_0004_P3_current_grid_v1_nccp/state=14/planner=q3_active,q3_active,sampled_cert_score,15,105,45,14,0,0,46,True,False,1,10
q3_0004_P3_current_grid_v1_nccp/state=14/planner=q3_active,q3_active,certified_completion_cost,10,45,33,12,0,0,0,False,False,1,1
q3_0004_P3_current_grid_v1_nccp/state=14/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=0/planner=q3_active,q3_active,D_worst,15,105,104,0,0,0,1,True,True,1,1
q3_0005_P3_current_grid_v1/state=0/planner=q3_active,q3_active,R_worst,15,105,104,0,0,0,1,True,True,1,1
q3_0005_P3_current_grid_v1/state=0/planner=q3_active,q3_active,G_worst,15,105,104,0,0,0,1,True,True,1,1
q3_0005_P3_current_grid_v1/state=0/planner=q3_active,q3_active,sampled_cert_score,15,105,26,41,0,0,38,False,False,1,1
q3_0005_P3_current_grid_v1/state=0/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=0/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=1/planner=q3_active,q3_active,D_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=1/planner=q3_active,q3_active,R_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=1/planner=q3_active,q3_active,G_worst,15,105,84,0,0,0,21,True,False,1,7
q3_0005_P3_current_grid_v1/state=1/planner=q3_active,q3_active,sampled_cert_score,15,105,78,3,0,0,24,True,False,1,7
q3_0005_P3_current_grid_v1/state=1/planner=q3_active,q3_active,certified_completion_cost,7,21,15,6,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=1/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=2/planner=q3_active,q3_active,D_worst,15,105,103,2,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=2/planner=q3_active,q3_active,R_worst,15,105,103,2,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=2/planner=q3_active,q3_active,G_worst,15,105,49,1,0,0,55,True,False,1,11
q3_0005_P3_current_grid_v1/state=2/planner=q3_active,q3_active,sampled_cert_score,15,105,44,0,0,0,61,True,False,1,11
q3_0005_P3_current_grid_v1/state=2/planner=q3_active,q3_active,certified_completion_cost,11,55,41,14,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=2/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=3/planner=q3_active,q3_active,D_worst,15,105,103,2,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=3/planner=q3_active,q3_active,R_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=3/planner=q3_active,q3_active,G_worst,15,105,66,3,0,0,36,True,False,1,9
q3_0005_P3_current_grid_v1/state=3/planner=q3_active,q3_active,sampled_cert_score,15,105,64,3,0,0,38,True,False,1,9
q3_0005_P3_current_grid_v1/state=3/planner=q3_active,q3_active,certified_completion_cost,9,36,22,14,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=3/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=4/planner=q3_active,q3_active,D_worst,15,105,102,3,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=4/planner=q3_active,q3_active,R_worst,15,105,102,3,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=4/planner=q3_active,q3_active,G_worst,15,105,102,3,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=4/planner=q3_active,q3_active,sampled_cert_score,15,105,78,11,0,0,16,False,False,1,1
q3_0005_P3_current_grid_v1/state=4/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=4/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=5/planner=q3_active,q3_active,D_worst,15,105,101,4,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=5/planner=q3_active,q3_active,R_worst,15,105,101,4,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=5/planner=q3_active,q3_active,G_worst,15,105,101,4,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=5/planner=q3_active,q3_active,sampled_cert_score,15,105,67,21,0,0,17,False,False,1,1
q3_0005_P3_current_grid_v1/state=5/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=5/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=6/planner=q3_active,q3_active,D_worst,15,105,98,7,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=6/planner=q3_active,q3_active,R_worst,15,105,98,7,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=6/planner=q3_active,q3_active,G_worst,15,105,26,1,0,0,78,True,False,1,13
q3_0005_P3_current_grid_v1/state=6/planner=q3_active,q3_active,sampled_cert_score,15,105,25,1,0,0,79,True,False,1,13
q3_0005_P3_current_grid_v1/state=6/planner=q3_active,q3_active,certified_completion_cost,13,78,55,23,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=6/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=7/planner=q3_active,q3_active,D_worst,15,105,90,15,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=7/planner=q3_active,q3_active,R_worst,15,105,90,15,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=7/planner=q3_active,q3_active,G_worst,15,105,29,10,0,0,66,True,False,1,12
q3_0005_P3_current_grid_v1/state=7/planner=q3_active,q3_active,sampled_cert_score,15,105,28,10,0,0,67,True,False,1,12
q3_0005_P3_current_grid_v1/state=7/planner=q3_active,q3_active,certified_completion_cost,12,66,43,23,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=7/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=8/planner=q3_active,q3_active,D_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=8/planner=q3_active,q3_active,R_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=8/planner=q3_active,q3_active,G_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=8/planner=q3_active,q3_active,sampled_cert_score,15,105,72,14,0,0,19,True,True,1,1
q3_0005_P3_current_grid_v1/state=8/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=8/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=9/planner=q3_active,q3_active,D_worst,15,105,101,4,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=9/planner=q3_active,q3_active,R_worst,15,105,101,4,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=9/planner=q3_active,q3_active,G_worst,15,105,101,4,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=9/planner=q3_active,q3_active,sampled_cert_score,15,105,87,5,0,0,13,True,False,1,3
q3_0005_P3_current_grid_v1/state=9/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=9/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=10/planner=q3_active,q3_active,D_worst,15,105,74,31,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=10/planner=q3_active,q3_active,R_worst,15,105,74,31,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=10/planner=q3_active,q3_active,G_worst,15,105,26,1,0,0,78,True,False,1,13
q3_0005_P3_current_grid_v1/state=10/planner=q3_active,q3_active,sampled_cert_score,15,105,26,0,0,0,79,True,False,1,13
q3_0005_P3_current_grid_v1/state=10/planner=q3_active,q3_active,certified_completion_cost,13,78,36,42,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=10/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=11/planner=q3_active,q3_active,D_worst,15,105,97,8,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=11/planner=q3_active,q3_active,R_worst,15,105,97,8,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=11/planner=q3_active,q3_active,G_worst,15,105,97,8,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=11/planner=q3_active,q3_active,sampled_cert_score,15,105,69,9,0,0,27,True,True,1,1
q3_0005_P3_current_grid_v1/state=11/planner=q3_active,q3_active,certified_completion_cost,1,0,0,0,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=11/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=12/planner=q3_active,q3_active,D_worst,15,105,96,9,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=12/planner=q3_active,q3_active,R_worst,15,105,96,9,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=12/planner=q3_active,q3_active,G_worst,15,105,53,7,0,0,45,True,False,1,10
q3_0005_P3_current_grid_v1/state=12/planner=q3_active,q3_active,sampled_cert_score,15,105,55,4,0,0,46,True,False,1,10
q3_0005_P3_current_grid_v1/state=12/planner=q3_active,q3_active,certified_completion_cost,10,45,33,11,0,0,1,False,False,1,1
q3_0005_P3_current_grid_v1/state=12/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=13/planner=q3_active,q3_active,D_worst,15,105,97,8,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=13/planner=q3_active,q3_active,R_worst,15,105,97,8,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1/state=13/planner=q3_active,q3_active,G_worst,15,105,24,3,0,0,78,True,False,1,13
q3_0005_P3_current_grid_v1/state=13/planner=q3_active,q3_active,sampled_cert_score,15,105,24,3,0,0,78,True,False,1,13
q3_0005_P3_current_grid_v1/state=13/planner=q3_active,q3_active,certified_completion_cost,13,78,59,19,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1/state=13/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=14/planner=q3_active,q3_active,D_worst,15,105,97,7,0,0,1,False,False,1,1
q3_0005_P3_current_grid_v1/state=14/planner=q3_active,q3_active,R_worst,15,105,97,7,0,0,1,False,False,1,1
q3_0005_P3_current_grid_v1/state=14/planner=q3_active,q3_active,G_worst,15,105,97,7,0,0,1,False,False,1,1
q3_0005_P3_current_grid_v1/state=14/planner=q3_active,q3_active,sampled_cert_score,15,105,79,12,0,0,14,True,False,1,2
q3_0005_P3_current_grid_v1/state=14/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1/state=14/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=0/planner=q3_active,q3_active,D_worst,15,105,104,0,0,0,1,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=0/planner=q3_active,q3_active,R_worst,15,105,104,0,0,0,1,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=0/planner=q3_active,q3_active,G_worst,15,105,104,0,0,0,1,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=0/planner=q3_active,q3_active,sampled_cert_score,15,105,26,41,0,0,38,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=0/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=0/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=1/planner=q3_active,q3_active,D_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=1/planner=q3_active,q3_active,R_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=1/planner=q3_active,q3_active,G_worst,15,105,84,0,0,0,21,True,False,1,7
q3_0005_P3_current_grid_v1_nccp/state=1/planner=q3_active,q3_active,sampled_cert_score,15,105,78,3,0,0,24,True,False,1,7
q3_0005_P3_current_grid_v1_nccp/state=1/planner=q3_active,q3_active,certified_completion_cost,7,21,15,6,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=1/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=2/planner=q3_active,q3_active,D_worst,15,105,103,2,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=2/planner=q3_active,q3_active,R_worst,15,105,103,2,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=2/planner=q3_active,q3_active,G_worst,15,105,49,1,0,0,55,True,False,1,11
q3_0005_P3_current_grid_v1_nccp/state=2/planner=q3_active,q3_active,sampled_cert_score,15,105,44,0,0,0,61,True,False,1,11
q3_0005_P3_current_grid_v1_nccp/state=2/planner=q3_active,q3_active,certified_completion_cost,11,55,41,14,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=2/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=3/planner=q3_active,q3_active,D_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=3/planner=q3_active,q3_active,R_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=3/planner=q3_active,q3_active,G_worst,15,105,66,3,0,0,36,True,False,1,9
q3_0005_P3_current_grid_v1_nccp/state=3/planner=q3_active,q3_active,sampled_cert_score,15,105,65,3,0,0,37,True,False,1,9
q3_0005_P3_current_grid_v1_nccp/state=3/planner=q3_active,q3_active,certified_completion_cost,9,36,22,14,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=3/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=4/planner=q3_active,q3_active,D_worst,15,105,101,4,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=4/planner=q3_active,q3_active,R_worst,15,105,101,4,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=4/planner=q3_active,q3_active,G_worst,15,105,101,4,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=4/planner=q3_active,q3_active,sampled_cert_score,15,105,78,11,0,0,16,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=4/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=4/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,D_worst,15,105,101,4,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,R_worst,15,105,101,4,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,G_worst,15,105,101,4,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,sampled_cert_score,15,105,67,21,0,0,17,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=5/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,D_worst,15,105,98,7,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,R_worst,15,105,98,7,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,G_worst,15,105,26,1,0,0,78,True,False,1,13
q3_0005_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,sampled_cert_score,15,105,25,1,0,0,79,True,False,1,13
q3_0005_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,certified_completion_cost,13,78,55,23,0,0,0,False,False,1,1
q3_0005_P3_current_grid_v1_nccp/state=6/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,D_worst,15,105,90,15,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,R_worst,15,105,90,15,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,G_worst,15,105,29,10,0,0,66,True,False,1,12
q3_0005_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,sampled_cert_score,15,105,28,10,0,0,67,True,False,1,12
q3_0005_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,certified_completion_cost,12,66,45,21,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=7/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,D_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,R_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,G_worst,15,105,102,3,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,sampled_cert_score,15,105,72,14,0,0,19,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=8/planner=q3_active,q3_active,estimated_completion_cost,0,0,0,0,0,0,0,,,0,0
q3_0005_P3_current_grid_v1_nccp/state=9/planner=q3_active,q3_active,D_worst,15,105,101,4,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=9/planner=q3_active,q3_active,R_worst,15,105,101,4,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=9/planner=q3_active,q3_active,G_worst,15,105,101,4,0,0,0,True,True,1,1
q3_0005_P3_current_grid_v1_nccp/state=9/planner=q3_active,q3_active,sampled_cert_score,15,105,87,5,0,0,13,True,False,1,3
q3_0005_P3_current_grid_v1_nccp/state=9/planner=q3_active,q3_active,certified_completion_cost,0,0,0,0,0,0,0,,,0,0
